answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
6.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__01,How many sugarcane stalks are visible?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,1,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__02,How many teacups are on the table?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,2,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__03,How many clay teapots are there?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,3,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__04,How many silver kettles do I see?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,4,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__05,How many glass jars are present?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,5,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__06,How many red baskets are in the background?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,6,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__07,How many large pots with glass lids are there?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,7,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__08,How many handles does the silver kettle have?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,8,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__09,How many tea tray units are on the table?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,9,split_multi_question
1.,"I can identify several objects: about 6 sugarcane stalks on the left, 1 patterned teacup, 1 small clay teapot, 1 silver kettle, 1 large stainless steel pot, 1 glass jar, and 1 red woven basket. There is also 1 electric tea tray unit.",rgb,aligned_dataset/brew_tea_split/Seg1/rgb,rgb__aligned_dataset_brew_tea_split_seg1_rgb__counting__10,How many striped towels are used to hold objects?,counting,1. 6. 2. 1. 3. 1. 4. 1. 5. 1. 6. 1. 7. 1. 8. 1. 9. 1. 10. 1.,qa_pairs/aligned/rgb_qa_results_aligned.json,multi_question,1. How many sugarcane stalks are visible? 2. How many teacups are on the table? 3. How many clay teapots are there? 4. How many silver kettles do I see? 5. How many glass jars are present? 6. How many red baskets are in the background? 7. How many large pots with glass lids are there? 8. How many handles does the silver kettle have? 9. How many tea tray units are on the table? 10. How many striped towels are used to hold objects?,needs_transform,aligned,10,10,split_multi_question
