answer,answer_count,caption,confidence,end_seconds,end_timestamp,flags,modality,pair_index,question,question_count,recommended_action,section,segment_confidence,segment_id,severity,side,source_files,source_media,source_prefix,source_unit_index,split_status,start_seconds,start_timestamp,task_label,timestamp
No.,1,"In this segment, there are no other humans or dynamic objects moving independently of my own motion. The environment is static as I walk through it.",0.85,64.0,00:01:04.000,"[""short_answer""]",rgb,5,Do any objects fall over as I walk?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_001,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,0.0,00:00:00.000,walk to mailbox,
No.,1,"In this segment, there are no other humans or dynamic objects moving independently of my own motion. The environment is static as I walk through it.",0.85,64.0,00:01:04.000,"[""short_answer""]",rgb,6,Are there any birds visible through the window?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_001,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,0.0,00:00:00.000,walk to mailbox,
None.,1,"In this segment, there are no other humans or dynamic objects moving independently of my own motion. The environment is static as I walk through it.",0.85,64.0,00:01:04.000,"[""short_answer""]",rgb,7,How many other people are using the stairs?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_001,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,0.0,00:00:00.000,walk to mailbox,
No.,1,"In this segment, there are no other humans or dynamic objects moving independently of my own motion. The environment is static as I walk through it.",0.85,64.0,00:01:04.000,"[""short_answer""]",rgb,8,Does anyone else walk into the room?,1,review,dynamic_counting,0.9,check_mailbox_day_seg_001,quality_warning,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,2,single,0.0,00:00:00.000,walk to mailbox,
Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,1,When do I start moving?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
2. Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,2,At what point do I reach the hallway?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
3. Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,3,When do I pass the first grey door?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
4. Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,4,When is the exit sign first visible?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
5. Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,5,When do I walk through the door into the stairwell area?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
6. Around frame,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,6,When do my feet touch the metal grating of the stairs?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
"7. Yes, it tilts downward.",1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,7,Does the camera angle shift as I go down the stairs?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
About 30 seconds.,1,I begin walking away from the desk at frame 000120 and continue until the end of the segment at frame 001920. I reach the first hallway door at frame 000330 and the exit door at frame 001230. My descent down the stairs starts at frame 001470.,0.85,64.0,00:01:04.000,[],rgb,8,How long does it take to walk the length of the hallway?,1,keep,dynamic_recognition,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,3,single,0.0,00:00:00.000,walk to mailbox,
"Yes, slightly.",1,"The video starts with bright natural light in the room. As I move into the hallway, the lighting shifts to a more artificial, consistent white light. Entering the stairwell area introduces a mix of shade and bright outdoor light. The intensity increases as I move closer to the building exit.",0.85,64.0,00:01:04.000,[],rgb,1,Does the room get darker as I move away from the window?,1,keep,light_change,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,4,single,0.0,00:00:00.000,walk to mailbox,
"No, it is more consistent but slightly less intense than the window area.",1,"The video starts with bright natural light in the room. As I move into the hallway, the lighting shifts to a more artificial, consistent white light. Entering the stairwell area introduces a mix of shade and bright outdoor light. The intensity increases as I move closer to the building exit.",0.85,64.0,00:01:04.000,[],rgb,2,Is the hallway brighter than the room?,1,keep,light_change,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,4,single,0.0,00:00:00.000,walk to mailbox,
"Yes, it changes from warm natural light to cool artificial light.",1,"The video starts with bright natural light in the room. As I move into the hallway, the lighting shifts to a more artificial, consistent white light. Entering the stairwell area introduces a mix of shade and bright outdoor light. The intensity increases as I move closer to the building exit.",0.85,64.0,00:01:04.000,[],rgb,3,Does the lighting color change when entering the hallway?,1,keep,light_change,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,4,single,0.0,00:00:00.000,walk to mailbox,
"Yes, as I move under the overhang.",1,"The video starts with bright natural light in the room. As I move into the hallway, the lighting shifts to a more artificial, consistent white light. Entering the stairwell area introduces a mix of shade and bright outdoor light. The intensity increases as I move closer to the building exit.",0.85,64.0,00:01:04.000,[],rgb,4,Does a shadow fall over the camera in the stairwell?,1,keep,light_change,0.9,check_mailbox_day_seg_001,pass,day,"{""videos"": {""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4"", ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4""}, ""audio"": ""dataset\\check_mailbox_split\\check_mailbox_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\check_mailbox_split\\check_mailbox_day_rgb.mp4"", ""event"": ""dataset\\check_mailbox_split\\check_mailbox_day_event.mp4"", ""depth"": ""dataset\\check_mailbox_split\\check_mailbox_day_depth.mp4"", ""ir"": ""dataset\\check_mailbox_split\\check_mailbox_day_ir.mp4""}",dataset\check_mailbox_split\check_mailbox_day_rgb.mp4,check_mailbox_day,4,single,0.0,00:00:00.000,walk to mailbox,
