answer,answer_count,caption,flags,modality,pair_key,qa_index,question,question_count,recommended_action,section,severity,source_file,source_status,split_status
The silver kettle.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,2,What object am I interacting with?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
Preparing to make tea.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,3,What is the purpose of moving the kettle?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
Water temperature.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,4,What does the digital display indicate?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
Tea preparation.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,5,What is the overall activity?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
"No, just one.",8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,6,Am I using both hands?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
Not in this segment.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,7,Is the kettle being poured?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
Adjusting the kettle's position.,8,"I am preparing tea on an induction tea tray. My hand reaches out to move the silver kettle, likely to check the water level or temperature. The digital display shows the temperature is around boiling point (100 degrees Celsius). This interaction is part of the tea-making process, ensuring the water is ready for brewing.",['multi_question'],rgb,aligned_dataset/brew_tea_split/Seg1/rgb,8,What is the outcome of the action?,8,split,action,needs_transform,qa_pairs/aligned/rgb_qa_results_aligned.json,split_from_numbered_list,aligned
The spray bottle on the dresser is red.,1,"In these dark frames, a person is seen in a dark room with a brightly lit screen or tablet. Moving into a dark hallway, several objects are discernible: a shoe rack with multiple pairs of sneakers, a wooden dresser topped with various items including a red spray bottle and white containers, and white doors with metallic handles. At the end of the hallway, a dark wall displays a white room number sign with text.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,What color is the spray bottle located on top of the dresser?,1,keep,object_recognition,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
The grey floor mat is located on the floor to the left of the shoe rack.,1,"The shoe rack is positioned against the wall on the right side of the hallway. To its left, a grey floor mat holds a pair of black shoes. The wooden dresser is located further down the hallway on the left side. A room number sign is fixed to the dark door at the end of the corridor. It's about 4 steps from the shoes to the dresser.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,Where is the grey floor mat located in relation to the shoe rack?,1,keep,spatial_reasoning,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
"The room numbers are 1'233, 1'234, and 1'235.",1,"In frames 810 to 870, a sign is visible on a dark surface. The text reads 'N° 1'233 | 1'234 | 1'235'. The 'N°' likely stands for 'Number', and the numbers represent room or apartment identifiers. The vertical bars separate different units accessible through that door.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,Please list the room numbers displayed on the sign at the end of the hallway.,1,keep,text_recognition,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
I first pass a shoe rack on the right and then a wooden dresser on the left.,1,"The sequence starts in a dark workspace with a lit tablet, then transitions into a hallway. I first pass a shoe rack and mat on the right, followed by a wooden dresser with cleaning supplies on the left. The camera then moves past a set of white doors, ending at a dark door labeled with room numbers.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,What is the sequence of main furniture items I pass while walking down the hallway?,1,keep,scene_sequence,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
The most significant light source is a glowing screen or tablet on a desk.,1,"The initial light source is the glow from a digital screen in a pitch-black room. As the camera moves into the hallway, very faint ambient light is visible, possibly from under door cracks. There is no direct overhead lighting in the hallway during these frames.",['frame_reference'],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,What is providing the most significant light source at the very beginning of the video?,1,review,light_recognition,quality_warning,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
"Yes, the scene becomes much darker as I move away from the glowing screen and into the hallway.",1,"The video begins with high contrast between a bright screen and a dark room. Upon moving into the hallway, the scene becomes almost entirely dark. Later, as the camera nears the window and doors, slight changes in ambient brightness occur due to external light sources.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,Does the environment get significantly darker after leaving the first room?,1,keep,light_change,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
"There are three room numbers: 1'233, 1'234, and 1'235.",1,"There is 1 shoe rack against the wall. I can identify at least 4 pairs of shoes on or near the rack. There is 1 wooden dresser. On the dresser, there is 1 red spray bottle and 2 white bottles. There is 1 room number sign containing 3 distinct numbers.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,How many distinct room numbers are listed on the sign at the end of the hallway?,1,keep,counting,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
There are no other people moving in the hallway.,1,"My hands are the only moving objects visible, occasionally entering the frame to adjust the camera or interact with the surroundings. No other people, animals, or moving vehicles are present in these dark hallway frames.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,How many other people besides me are moving in the hallway?,1,keep,dynamic_counting,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
"No, all objects appear to be placed normally on the floor or furniture surfaces.",1,"The hallway layout is standard. The shoes are placed somewhat haphazardly on the floor mat, and the dresser top is slightly cluttered with various bottles. There are no physics-defying objects or unrealistic mesh clipping seen in the footage.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,Are there any objects floating in the air or clipping through the walls in the hallway?,1,keep,non_common,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
I should turn to the right.,1,"Start in the room, move forward into the hallway. Turn right and walk about 3 steps to reach the shoes. Continue straight for 5 steps to reach the dresser on the left. Turn right slightly to face the room numbers at the end of the hall.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,Which way should I turn after exiting the first room to reach the shoe rack?,1,keep,navigation,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
My hand reaches down to adjust or touch a white sneaker on the floor.,1,"My hand reaches down to adjust a shoe at frame 750 and finishes at frame 780. The camera is in constant motion, panning through the hallway from start to finish.",[],rgb,aligned_dataset/check_mailbox_split/Seg1/check_mailbox_rgb,1,What dynamic action involving my hand occurs toward the end of the sequence?,1,keep,dynamic_recognition,pass,qa_pairs/aligned/rgb_qa_results_aligned.json,single,single
